song,artist,difficulty,chart_constant,level,version
Chelsea,7mai,Future,8.9,8+,2.3.0
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Future,8.3,8,2.3.0
A Wandering Melody of Love,からとPαnchii少年 feat.はるの,Present,7.5,7,2.3.0
Valhalla:0,Juggernaut.,Present,7.5,7,2.3.0
AI[UE]OON,MYUKKE.,Present,6.5,6,2.3.0
Chelsea,7mai,Present,6.0,6,2.3.0
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Present,5.5,5,2.3.0
Valhalla:0,Juggernaut.,Past,4.5,4,2.3.0
A Wandering Melody of Love,からとPαnchii少年 feat.はるの,Past,3.5,3,2.3.0
AI[UE]OON,MYUKKE.,Past,3.5,3,2.3.0
Chelsea,7mai,Past,3.0,3,2.3.0
Tie me down gently,溝口ゆうま feat. 大瀬良あい,Past,3.0,3,2.3.0
Ringed Genesis,Edelritter,Future,10.8,10+,2.2.0
Heavensdoor,LeaF,Future,9.9,9+,2.2.0
Dreadnought,Mastermind (xi + nora2r),Future,9.7,9+,2.2.0
Vindication,Laur,Future,9.6,9,2.2.0
Particle Arts,Virtual Self,Future,8.8,8+,2.2.0
Ringed Genesis,Edelritter,Present,8.4,8,2.2.0
Heavensdoor,LeaF,Present,7.5,7,2.2.0
Dreadnought,Mastermind (xi + nora2r),Present,7.0,7,2.2.0
Vindication,Laur,Present,6.5,6,2.2.0
Particle Arts,Virtual Self,Present,6.0,6,2.2.0
Ringed Genesis,Edelritter,Past,5.5,5,2.2.0
Heavensdoor,LeaF,Past,4.5,4,2.2.0
Dreadnought,Mastermind (xi + nora2r),Past,4.0,4,2.2.0
Vindication,Laur,Past,4.0,4,2.2.0
Particle Arts,Virtual Self,Past,3.5,3,2.2.0
World Vanquisher,void (Mournfinale),Future,10.7,10+,2.1.0
Garakuta Doll Play,t+pazolite,Future,10.4,10,2.1.0
Ikazuchi,光吉猛修,Future,10.3,10,2.1.0
Ikazuchi,光吉猛修,Present,7.5,7,2.1.0
Garakuta Doll Play,t+pazolite,Present,6.5,6,2.1.0
World Vanquisher,void (Mournfinale),Present,5.5,5,2.1.0
Garakuta Doll Play,t+pazolite,Past,4.5,4,2.1.0
Ikazuchi,光吉猛修,Past,3.5,3,2.1.0
World Vanquisher,void (Mournfinale),Past,2.5,2,2.1.0
SUPERNOVA,BACO,Future,9.7,9+,2.0.3
VECTOЯ,WHITEFISTS,Future,9.4,9,2.0.3
Dot to Dot feat. shully,Mameyudoufu,Future,8.3,8,2.0.3
VECTOЯ,WHITEFISTS,Present,7.0,7,2.0.3
Dot to Dot feat. shully,Mameyudoufu,Present,6.0,6,2.0.3
SUPERNOVA,BACO,Present,6.0,6,2.0.3
Dot to Dot feat. shully,Mameyudoufu,Past,3.0,3,2.0.3
SUPERNOVA,BACO,Past,3.0,3,2.0.3
VECTOЯ,WHITEFISTS,Past,3.0,3,2.0.3
Cyaegha,USAO,Future,10.7,10+,2.0.0
Vicious Heroism,Kobaryo,Future,10.0,10,2.0.0
Black Territory,DJ Myosuke,Future,9.8,9+,2.0.0
Corruption,3R2,Future,9.8,9+,2.0.0
ReviXy,ikaruga_nex,Future,9.1,9,2.0.0
Antithese,Blacklolita,Future,8.8,8+,2.0.0
Grimheart,Puru,Future,8.7,8+,2.0.0
Cyaegha,USAO,Present,8.4,8,2.0.0
Black Territory,DJ Myosuke,Present,7.5,7,2.0.0
Vicious Heroism,Kobaryo,Present,7.5,7,2.0.0
ReviXy,ikaruga_nex,Present,7.0,7,2.0.0
Corruption,3R2,Present,6.5,6,2.0.0
Cyaegha,USAO,Past,5.5,5,2.0.0
Antithese,Blacklolita,Present,5.0,5,2.0.0
Grimheart,Puru,Present,5.0,5,2.0.0
Vicious Heroism,Kobaryo,Past,4.0,4,2.0.0
Black Territory,DJ Myosuke,Past,3.0,3,2.0.0
Corruption,3R2,Past,3.0,3,2.0.0
ReviXy,ikaruga_nex,Past,3.0,3,2.0.0
Grimheart,Puru,Past,2.5,2,2.0.0
Antithese,Blacklolita,Past,2.0,2,2.0.0
Solitary Dream,ak+q feat. Sennzai,Future,8.8,8+,1.9.3
Solitary Dream,ak+q feat. Sennzai,Present,7.0,7,1.9.3
Solitary Dream,ak+q feat. Sennzai,Past,4.0,4,1.9.3
Libertas,Zekk,Future,9.2,9,1.9.2
Libertas,Zekk,Present,5.5,5,1.9.2
Libertas,Zekk,Past,3.5,3,1.9.2
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Future,10.7,10+,1.9.0
Scarlet Lance,MASAKI (ZUNTATA),Future,10.0,10,1.9.0
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Future,9.7,9+,1.9.0
OMAKENO Stroke,t+pazolite,Future,9.5,9,1.9.0
MERLIN,REDALiCE,Future,8.9,8+,1.9.0
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Present,7.5,7,1.9.0
Scarlet Lance,MASAKI (ZUNTATA),Present,7.0,7,1.9.0
OMAKENO Stroke,t+pazolite,Present,6.5,6,1.9.0
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Present,6.0,6,1.9.0
MERLIN,REDALiCE,Present,5.5,5,1.9.0
ouroboros -twin stroke of the end-,Cranky VS MASAKI,Past,4.5,4,1.9.0
Scarlet Lance,MASAKI (ZUNTATA),Past,4.0,4,1.9.0
DX Choseinou Full Metal Shojo,IOSYS TRAX (uno with.ちよこ),Past,3.0,3,1.9.0
MERLIN,REDALiCE,Past,3.0,3,1.9.0
OMAKENO Stroke,t+pazolite,Past,3.0,3,1.9.0
Empire of Winter,Street,Future,9.1,9,1.8.3
Empire of Winter,Street,Present,6.5,6,1.8.3
Empire of Winter,Street,Past,3.5,3,1.8.3
Phantasia,Yunosuke,Future,9.2,9,1.8.2
Phantasia,Yunosuke,Present,5.5,5,1.8.2
Phantasia,Yunosuke,Past,4.0,4,1.8.2
Astral tale,Noah,Future,9.6,9,1.8.1
Rugie,Feryquitous feat.Sennzai,Future,9.2,9,1.8.1
Astral tale,Noah,Present,7.0,7,1.8.1
Rugie,Feryquitous feat.Sennzai,Present,6.0,6,1.8.1
Astral tale,Noah,Past,4.5,4,1.8.1
Rugie,Feryquitous feat.Sennzai,Past,3.0,3,1.8.1
Tiferet,xi + Sta,Future,10.3,10,1.8.0
Linear Accelerator,THE SHAFT,Future,9.8,9+,1.8.0
STAGER (ALL STAGE CLEAR),Ras,Future,9.5,9,1.8.0
Hall of Mirrors,Sta,Future,8.2,8,1.8.0
Hikari,THB,Future,8.1,8,1.8.0
Tiferet,xi + Sta,Present,7.8,7+,1.8.0
Linear Accelerator,THE SHAFT,Present,6.5,6,1.8.0
STAGER (ALL STAGE CLEAR),Ras,Present,6.5,6,1.8.0
Hikari,THB,Present,6.0,6,1.8.0
Hall of Mirrors,Sta,Present,5.5,5,1.8.0
Tiferet,xi + Sta,Past,4.5,4,1.8.0
Hall of Mirrors,Sta,Past,3.0,3,1.8.0
STAGER (ALL STAGE CLEAR),Ras,Past,3.0,3,1.8.0
Hikari,THB,Past,2.5,2,1.8.0
Linear Accelerator,THE SHAFT,Past,2.5,2,1.8.0
Alexandrite,WAiKURO,Future,10.0,10,1.7.5
Purgatorium,お月さま交響曲,Future,8.4,8,1.7.5
Alexandrite,WAiKURO,Present,7.5,7,1.7.5
Purgatorium,お月さま交響曲,Present,6.0,6,1.7.5
Alexandrite,WAiKURO,Past,4.5,4,1.7.5
Purgatorium,お月さま交響曲,Past,2.5,2,1.7.5
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Future,9.6,9,1.7.4
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Present,6.0,6,1.7.4
LunarOrbit -believe in the Espebranch road-,Apo11o program ft. 大瀬良あい,Past,3.5,3,1.7.4
Nhelv,Silentroom,Future,9.9,9+,1.7.2
Fallensquare,Silentroom,Future,9.7,9+,1.7.2
dropdead,Frums,Present,9.5,9,1.7.2
dropdead,Frums,Future,9.1,8+,1.7.2
Fallensquare,Silentroom,Present,7.5,7,1.7.2
Nhelv,Silentroom,Present,6.5,6,1.7.2
Fallensquare,Silentroom,Past,3.0,3,1.7.2
Nhelv,Silentroom,Past,3.0,3,1.7.2
dropdead,Frums,Past,1.5,1,1.7.2
Fracture Ray,Sakuzyo,Future,11.1,11,1.7.0
Halcyon,xi,Future,10.5,10,1.7.0
Ether Strike,Akira Complex,Future,10.3,10,1.7.0
Sulfur,ぺのれり,Future,9.7,9+,1.7.0
The Message,Jun Kuroda,Future,9.7,9+,1.7.0
Illegal Paradise,gmtn. (witch's slave),Future,9.5,9,1.7.0
Fracture Ray,Sakuzyo,Present,9.5,9,1.7.0
Maze No.9,アリスシャッハと魔法の楽団,Future,8.9,8+,1.7.0
Bookmaker (2D Version),Kobaryo,Future,8.3,8,1.7.0
Ether Strike,Akira Complex,Present,8.3,8,1.7.0
Halcyon,xi,Present,8.2,8,1.7.0
Suomi,Aire,Future,7.8,7+,1.7.0
Illegal Paradise,gmtn. (witch's slave),Present,7.0,7,1.7.0
Bookmaker (2D Version),Kobaryo,Present,6.5,6,1.7.0
The Message,Jun Kuroda,Present,6.5,6,1.7.0
Sulfur,ぺのれり,Present,6.0,6,1.7.0
Fracture Ray,Sakuzyo,Past,6.0,6,1.7.0
Ether Strike,Akira Complex,Past,5.5,5,1.7.0
Halcyon,xi,Past,5.5,5,1.7.0
Suomi,Aire,Present,5.0,5,1.7.0
Bookmaker (2D Version),Kobaryo,Past,4.5,4,1.7.0
Sulfur,ぺのれり,Past,4.0,4,1.7.0
Maze No.9,アリスシャッハと魔法の楽団,Present,3.5,3,1.7.0
Maze No.9,アリスシャッハと魔法の楽団,Past,3.0,3,1.7.0
The Message,Jun Kuroda,Past,3.0,3,1.7.0
Illegal Paradise,gmtn. (witch's slave),Past,2.0,2,1.7.0
Suomi,Aire,Past,2.0,2,1.7.0
Call My Name feat. Yukacco,Mameyudoufu,Future,8.7,8+,1.6.6
inkar-usi,DIA,Future,7.8,7+,1.6.6
Call My Name feat. Yukacco,Mameyudoufu,Present,6.0,6,1.6.6
inkar-usi,DIA,Present,4.0,4,1.6.6
Call My Name feat. Yukacco,Mameyudoufu,Past,3.5,3,1.6.6
inkar-usi,DIA,Past,2.0,2,1.6.6
Cybernecia Catharsis,Tanchiky,Future,9.5,9,1.6.4
Be There,PSYQUI,Future,9.4,9,1.6.4
Be There,PSYQUI,Present,7.5,7,1.6.4
Cybernecia Catharsis,Tanchiky,Present,7.0,7,1.6.4
Be There,PSYQUI,Past,4.0,4,1.6.4
Cybernecia Catharsis,Tanchiky,Past,4.0,4,1.6.4
γuarδina,Aoi,Future,10.4,10,1.6.2
carmine:scythe,かゆき,Future,9.6,9,1.6.2
γuarδina,Aoi,Present,8.0,8,1.6.2
carmine:scythe,かゆき,Present,7.8,7+,1.6.2
carmine:scythe,かゆき,Past,4.0,4,1.6.2
γuarδina,Aoi,Past,4.0,4,1.6.2
Singularity,ETIA.,Future,10.5,10,1.6.0
Memory Forest,ETIA.,Future,9.8,9+,1.6.0
Strongholds,Yooh,Future,9.2,9,1.6.0
next to you,uma feat. 橘花音,Future,8.8,8+,1.6.0
Silent Rush,Soleily,Future,8.6,8,1.6.0
Singularity,ETIA.,Present,7.8,7+,1.6.0
next to you,uma feat. 橘花音,Present,7.0,7,1.6.0
Memory Forest,ETIA.,Present,6.0,6,1.6.0
Silent Rush,Soleily,Present,5.0,5,1.6.0
Strongholds,Yooh,Present,5.0,5,1.6.0
Singularity,ETIA.,Past,4.5,4,1.6.0
next to you,uma feat. 橘花音,Past,4.5,4,1.6.0
Memory Forest,ETIA.,Past,3.5,3,1.6.0
Silent Rush,Soleily,Past,2.5,2,1.6.0
Strongholds,Yooh,Past,2.5,2,1.6.0
Blaster,Massive New Krew,Future,9.3,9,1.5.7
Blaster,Massive New Krew,Present,7.0,7,1.5.7
Blaster,Massive New Krew,Past,4.0,4,1.5.7
Metallic Punisher,INNOCENT NOIZE,Future,10.3,10,1.5.6
Metallic Punisher,INNOCENT NOIZE,Present,7.0,7,1.5.6
Metallic Punisher,INNOCENT NOIZE,Past,3.0,3,1.5.6
cyanine,jioyi,Future,10.6,10,1.5.5
Quon,Feryquitous,Future,9.6,9,1.5.5
Specta,Junk,Future,9.4,9,1.5.5
Journey,ARForest,Future,9.1,9,1.5.5
Dream goes on,Tiny Minim,Future,7.8,7+,1.5.5
cyanine,jioyi,Present,7.8,7+,1.5.5
Quon,Feryquitous,Present,6.5,6,1.5.5
Specta,Junk,Present,6.5,6,1.5.5
Journey,ARForest,Present,6.0,6,1.5.5
Dream goes on,Tiny Minim,Present,5.0,5,1.5.5
Quon,Feryquitous,Past,4.0,4,1.5.5
cyanine,jioyi,Past,4.0,4,1.5.5
Specta,Junk,Past,3.5,3,1.5.5
Journey,ARForest,Past,3.0,3,1.5.5
Dream goes on,Tiny Minim,Past,1.5,1,1.5.5
Syro,Mitomoro,Future,9.3,9,1.5.3
Reinvent,Sound Souler,Future,8.5,8,1.5.3
Reinvent,Sound Souler,Present,6.5,6,1.5.3
Syro,Mitomoro,Present,6.5,6,1.5.3
Syro,Mitomoro,Past,3.5,3,1.5.3
Reinvent,Sound Souler,Past,2.5,2,1.5.3
Yosakura Fubuki,A.SAKA,Future,9.4,9,1.5.2
Surrender,void,Future,8.8,8+,1.5.2
Yosakura Fubuki,A.SAKA,Present,7.0,7,1.5.2
Surrender,void,Present,6.5,6,1.5.2
Yosakura Fubuki,A.SAKA,Past,4.5,4,1.5.2
Surrender,void,Past,3.0,3,1.5.2
Grievous Lady,Team Grimoire vs Laur,Future,11.1,11,1.5.0
Axium Crisis,ak+q,Future,10.6,10,1.5.0
conflict,siromaru + cranky,Future,10.2,10,1.5.0
trappola bewitching,gmtn.,Future,9.9,9+,1.5.0
SOUNDWiTCH,HATE,Future,9.8,9+,1.5.0
Dreamin' Attraction!!,翡乃イスカ,Future,9.4,9,1.5.0
Red and Blue,Silentroom,Future,9.4,9,1.5.0
Grievous Lady,Team Grimoire vs Laur,Present,9.3,9,1.5.0
Iconoclast,Yamajet,Future,9.1,9,1.5.0
Axium Crisis,ak+q,Present,8.5,8,1.5.0
One Last Drive,REDSHiFT,Future,8.2,8,1.5.0
Red and Blue,Silentroom,Present,7.8,7+,1.5.0
conflict,siromaru + cranky,Present,7.5,7,1.5.0
Dreamin' Attraction!!,翡乃イスカ,Present,7.0,7,1.5.0
Iconoclast,Yamajet,Present,7.0,7,1.5.0
SOUNDWiTCH,HATE,Present,6.5,6,1.5.0
Grievous Lady,Team Grimoire vs Laur,Past,6.5,6,1.5.0
trappola bewitching,gmtn.,Present,6.0,6,1.5.0
One Last Drive,REDSHiFT,Present,5.5,5,1.5.0
Axium Crisis,ak+q,Past,5.5,5,1.5.0
Dreamin' Attraction!!,翡乃イスカ,Past,4.5,4,1.5.0
conflict,siromaru + cranky,Past,4.5,4,1.5.0
Iconoclast,Yamajet,Past,4.0,4,1.5.0
Red and Blue,Silentroom,Past,4.0,4,1.5.0
SOUNDWiTCH,HATE,Past,3.5,3,1.5.0
trappola bewitching,gmtn.,Past,3.0,3,1.5.0
One Last Drive,REDSHiFT,Past,2.5,2,1.5.0
Modelista,HiTECH NINJA,Future,9.9,9+,1.1.6
Rabbit In The Black Room,Rabbit House,Future,8.4,8,1.1.6
Modelista,HiTECH NINJA,Present,7.5,7,1.1.6
Rabbit In The Black Room,Rabbit House,Present,5.5,5,1.1.6
Modelista,HiTECH NINJA,Past,3.5,3,1.1.6
Rabbit In The Black Room,Rabbit House,Past,2.5,2,1.1.6
Lethaeus,Silentroom,Future,9.7,9+,1.1.4
Auxesia,ginkiha,Future,9.3,9,1.1.4
Harutopia ~Utopia of Spring~,A-zu-ra,Future,8.5,8,1.1.4
Moonheart,翡乃イスカ,Future,8.4,8,1.1.4
Genesis,Iris,Future,8.2,8,1.1.4
Romance Wars,U-ske (feat. lueur),Future,7.8,7+,1.1.4
Blossoms,T2Kazuya,Future,7.0,7,1.1.4
Auxesia,ginkiha,Present,6.5,6,1.1.4
Lethaeus,Silentroom,Present,6.5,6,1.1.4
Genesis,Iris,Present,5.5,5,1.1.4
Moonheart,翡乃イスカ,Present,5.5,5,1.1.4
Harutopia ~Utopia of Spring~,A-zu-ra,Present,4.5,4,1.1.4
Blossoms,T2Kazuya,Present,4.0,4,1.1.4
Romance Wars,U-ske (feat. lueur),Present,4.0,4,1.1.4
Auxesia,ginkiha,Past,3.5,3,1.1.4
Lethaeus,Silentroom,Past,3.5,3,1.1.4
Moonheart,翡乃イスカ,Past,2.5,2,1.1.4
Genesis,Iris,Past,2.0,2,1.1.4
Blossoms,T2Kazuya,Past,1.0,1,1.1.4
Harutopia ~Utopia of Spring~,A-zu-ra,Past,1.0,1,1.1.4
Romance Wars,U-ske (feat. lueur),Past,1.0,1,1.1.4
Impure Bird,MIssionary,Future,9.4,9,1.1.3
Ignotus,ak+q,Future,9.3,9,1.1.3
Ignotus,ak+q,Present,6.5,6,1.1.3
Impure Bird,MIssionary,Present,5.5,5,1.1.3
Ignotus,ak+q,Past,3.5,3,1.1.3
Impure Bird,MIssionary,Past,2.0,2,1.1.3
αterlβus,Aoi,Future,10.2,10,1.1.2
Oracle,TQ☆,Future,9.3,9,1.1.2
Evoltex (poppi'n mix),Arch vs n3pu,Future,8.9,8+,1.1.2
REconstruction,Ryazan,Future,8.4,8,1.1.2
Clotho and the stargazer,しーけー,Future,7.8,7+,1.1.2
Moonlight of Sand Castle,旅人E,Future,7.8,7+,1.1.2
αterlβus,Aoi,Present,7.5,7,1.1.2
Evoltex (poppi'n mix),Arch vs n3pu,Present,7.0,7,1.1.2
REconstruction,Ryazan,Present,6.0,6,1.1.2
Oracle,TQ☆,Present,5.5,5,1.1.2
Clotho and the stargazer,しーけー,Present,5.0,5,1.1.2
Moonlight of Sand Castle,旅人E,Present,5.0,5,1.1.2
αterlβus,Aoi,Past,4.0,4,1.1.2
Oracle,TQ☆,Past,3.0,3,1.1.2
REconstruction,Ryazan,Past,2.5,2,1.1.2
Clotho and the stargazer,しーけー,Past,2.0,2,1.1.2
Evoltex (poppi'n mix),Arch vs n3pu,Past,2.0,2,1.1.2
Moonlight of Sand Castle,旅人E,Past,1.5,1,1.1.2
DataErr0r,Cosmograph,Future,9.5,9,1.1.0
CROSS†SOUL,HyuN feat. Syepias,Future,9.4,9,1.1.0
Your voice so... feat. Such,PSYQUI,Future,9.4,9,1.1.0
Kanagawa Cyber Culvert,南ゆに,Future,9.0,9,1.1.0
Chronostasis,黒皇帝,Future,8.9,8+,1.1.0
Chronostasis,黒皇帝,Present,7.5,7,1.1.0
CROSS†SOUL,HyuN feat. Syepias,Present,7.0,7,1.1.0
DataErr0r,Cosmograph,Present,7.0,7,1.1.0
Your voice so... feat. Such,PSYQUI,Present,6.5,6,1.1.0
Kanagawa Cyber Culvert,南ゆに,Present,5.5,5,1.1.0
CROSS†SOUL,HyuN feat. Syepias,Past,4.0,4,1.1.0
Chronostasis,黒皇帝,Past,3.5,3,1.1.0
Your voice so... feat. Such,PSYQUI,Past,3.5,3,1.1.0
DataErr0r,Cosmograph,Past,3.0,3,1.1.0
Kanagawa Cyber Culvert,南ゆに,Past,1.0,1,1.1.0
Nirv lucE,しーけー,Future,10.2,10,1.0.11
Party Vinyl,モリモリあつし,Future,9.4,9,1.0.11
Flyburg and Endroll,アリスシャッハと魔法の楽団,Future,9.0,9,1.0.11
Flashback,ARForest,Future,8.9,8+,1.0.11
Brand new world,U-ske,Future,7.8,7+,1.0.11
Paradise,Sound Souler,Future,7.8,7+,1.0.11
Party Vinyl,モリモリあつし,Present,7.8,7+,1.0.11
Nirv lucE,しーけー,Present,7.0,7,1.0.11
Flyburg and Endroll,アリスシャッハと魔法の楽団,Present,6.0,6,1.0.11
Flashback,ARForest,Present,5.0,5,1.0.11
Brand new world,U-ske,Present,4.0,4,1.0.11
Paradise,Sound Souler,Present,4.0,4,1.0.11
Party Vinyl,モリモリあつし,Past,4.0,4,1.0.11
Flyburg and Endroll,アリスシャッハと魔法の楽団,Past,3.0,3,1.0.11
Nirv lucE,しーけー,Past,2.5,2,1.0.11
Brand new world,U-ske,Past,2.0,2,1.0.11
Flashback,ARForest,Past,2.0,2,1.0.11
Paradise,Sound Souler,Past,1.0,1,1.0.11
Anökumene,Jun Kuroda,Future,9.2,9,1.0.10
Infinity Heaven,HyuN,Future,7.8,7+,1.0.10
Anökumene,Jun Kuroda,Present,6.5,6,1.0.10
Infinity Heaven,HyuN,Present,5.5,5,1.0.10
Anökumene,Jun Kuroda,Past,2.5,2,1.0.10
Infinity Heaven,HyuN,Past,1.5,1,1.0.10
Dandelion,Farhan,Future,8.5,8,1.0.9
Dement ~after legend~,Cosmograph,Future,7.8,7+,1.0.9
Dandelion,Farhan,Present,6.0,6,1.0.9
Dement ~after legend~,Cosmograph,Present,6.0,6,1.0.9
Dement ~after legend~,Cosmograph,Past,3.5,3,1.0.9
Dandelion,Farhan,Past,2.5,2,1.0.9
PRAGMATISM,Laur,Future,10.1,10,1.0.5
Sheriruth,Team Grimoire,Future,10.0,10,1.0.5
GOODTEK (Arcaea Edit),EBIMAYO,Future,9.3,9,1.0.5
Lost Civilization,Laur vs CK,Future,9.2,9,1.0.5
Essence of Twilight,ak+q,Future,9.1,9,1.0.5
qualia -ideaesthesia-,nitro,Future,9.1,9,1.0.5
memoryfactory.lzh,Frums,Future,8.9,8+,1.0.5
cry of viyella,Laur,Future,8.7,8+,1.0.5
PRAGMATISM,Laur,Present,8.6,8,1.0.5
Babaroque,cYsmix,Future,8.5,8,1.0.5
Lumia,sky_delta,Future,8.4,8,1.0.5
Snow White,Puru,Future,8.4,8,1.0.5
Shades of Light in a Transcendent Realm,ak+q,Future,8.3,8,1.0.5
Lucifer,chitose,Future,8.2,8,1.0.5
I've heard it said,Combatplayer,Future,8.1,8,1.0.5
Relentless,Akira Complex,Future,8.0,8,1.0.5
Rise,Combatplayer,Future,7.8,7+,1.0.5
Sheriruth,Team Grimoire,Present,7.5,7,1.0.5
Fairytale,chitose,Future,7.0,7,1.0.5
Sayonara Hatsukoi,REDSHiFT,Future,7.0,7,1.0.5
Vexaria,ak+q,Future,7.0,7,1.0.5
Essence of Twilight,ak+q,Present,7.0,7,1.0.5
Lost Civilization,Laur vs CK,Present,7.0,7,1.0.5
qualia -ideaesthesia-,nitro,Present,7.0,7,1.0.5
Babaroque,cYsmix,Present,6.5,6,1.0.5
GOODTEK (Arcaea Edit),EBIMAYO,Present,6.5,6,1.0.5
Relentless,Akira Complex,Present,6.5,6,1.0.5
I've heard it said,Combatplayer,Present,6.0,6,1.0.5
Shades of Light in a Transcendent Realm,ak+q,Present,6.0,6,1.0.5
cry of viyella,Laur,Present,6.0,6,1.0.5
Lucifer,chitose,Present,5.5,5,1.0.5
Lumia,sky_delta,Present,5.5,5,1.0.5
memoryfactory.lzh,Frums,Present,5.5,5,1.0.5
Sheriruth,Team Grimoire,Past,5.5,5,1.0.5
Snow White,Puru,Present,5.0,5,1.0.5
Vexaria,ak+q,Present,5.0,5,1.0.5
Sayonara Hatsukoi,REDSHiFT,Present,4.5,4,1.0.5
Essence of Twilight,ak+q,Past,4.5,4,1.0.5
PRAGMATISM,Laur,Past,4.5,4,1.0.5
Relentless,Akira Complex,Past,4.5,4,1.0.5
qualia -ideaesthesia-,nitro,Past,4.5,4,1.0.5
Rise,Combatplayer,Present,4.0,4,1.0.5
GOODTEK (Arcaea Edit),EBIMAYO,Past,4.0,4,1.0.5
Lost Civilization,Laur vs CK,Past,4.0,4,1.0.5
Fairytale,chitose,Present,3.5,3,1.0.5
I've heard it said,Combatplayer,Past,3.5,3,1.0.5
Lucifer,chitose,Past,3.5,3,1.0.5
cry of viyella,Laur,Past,3.5,3,1.0.5
Babaroque,cYsmix,Past,3.0,3,1.0.5
Shades of Light in a Transcendent Realm,ak+q,Past,3.0,3,1.0.5
Lumia,sky_delta,Past,2.5,2,1.0.5
Rise,Combatplayer,Past,2.5,2,1.0.5
Snow White,Puru,Past,2.5,2,1.0.5
Vexaria,ak+q,Past,2.5,2,1.0.5
memoryfactory.lzh,Frums,Past,2.5,2,1.0.5
Sayonara Hatsukoi,REDSHiFT,Past,1.5,1,1.0.5
Fairytale,chitose,Past,1.0,1,1.0.5
Blossoms,T2Kazuya,Past,1.0,1,1.0.0c
Fairytale,chitose,Past,1.0,1,1.0.0c
Harutopia ~Utopia of Spring~,A-zu-ra,Past,1.0,1,1.0.0c
Kanagawa Cyber Culvert,南ゆに,Past,1.0,1,1.0.0c
Paradise,Sound Souler,Past,1.0,1,1.0.0c
Romance Wars,U-ske (feat. lueur),Past,1.0,1,1.0.0c
Infinity Heaven,HyuN,Past,1.5,1,1.0.0c
Sayonara Hatsukoi,REDSHiFT,Past,1.5,1,1.0.0c
dropdead,Frums,Past,1.5,1,1.0.0c
Dream goes on,Tiny Minim,Past,1.5,1,2.0.1
Antithese,Blacklolita,Past,2.0,2,1.0.0c
Blue Rose,Cosmograph,Past,2.0,2,1.0.0c
Brand new world,U-ske,Past,2.0,2,1.0.0c
Clotho and the stargazer,しーけー,Past,2.0,2,1.0.0c
Flashback,ARForest,Past,2.0,2,1.0.0c
Genesis,Iris,Past,2.0,2,1.0.0c
Illegal Paradise,gmtn. (witch's slave),Past,2.0,2,1.0.0c
Impure Bird,MIssionary,Past,2.0,2,1.0.0c
Suomi,Aire,Past,2.0,2,1.0.0c
Vivid Theory,ak+q,Past,2.0,2,1.0.0c
inkar-usi,DIA,Past,2.0,2,1.0.0c
Eccentric Tale,Yamajet,Past,2.0,2,1.2.0
Lapis,SHIKI,Past,2.0,2,1.2.0
Paper Witch,Yu-dachi,Past,2.0,2,1.2.0
enchanted love,linear ring,Past,2.0,2,1.2.0
PICO-Pico-Translation!,"t+pazolite,ななひら,Cranky,Pico*",Past,2.0,2,2.0.1
Prism,bermei.inazawa ft. Chata,Past,2.0,2,2.0.1
1F√,WHITEFISTS,Past,2.5,2,1.0.0c
Altale,Sakuzyo,Past,2.5,2,1.0.0c
Dandelion,Farhan,Past,2.5,2,1.0.0c
Diode,Kolaa,Past,2.5,2,1.0.0c
First Snow,黒魔,Past,2.5,2,1.0.0c
Grimheart,Puru,Past,2.5,2,1.0.0c
Lumia,sky_delta,Past,2.5,2,1.0.0c
Moonheart,翡乃イスカ,Past,2.5,2,1.0.0c
Nirv lucE,しーけー,Past,2.5,2,1.0.0c
One Last Drive,REDSHiFT,Past,2.5,2,1.0.0c
Purgatorium,お月さま交響曲,Past,2.5,2,1.0.0c
Rabbit In The Black Room,Rabbit House,Past,2.5,2,1.0.0c
Reinvent,Sound Souler,Past,2.5,2,1.0.0c
Rise,Combatplayer,Past,2.5,2,1.0.0c
Silent Rush,Soleily,Past,2.5,2,1.0.0c
Snow White,Puru,Past,2.5,2,1.0.0c
Strongholds,Yooh,Past,2.5,2,1.0.0c
Vexaria,ak+q,Past,2.5,2,1.0.0c
memoryfactory.lzh,Frums,Past,2.5,2,1.0.0c
Alice à la mode,Masanori Akita,Past,2.5,2,1.2.0
Beside You,江口孝宏,Past,2.5,2,1.2.0
Turbocharger,A/I,Past,2.5,2,1.2.0
Lights of Muse,Ayatsugu_Otowa,Past,2.5,2,1.3.0
Altair (feat. *spiLa*),kamome sano & you,Past,2.5,2,2.0.1
Cosmica,Nhato,Past,2.5,2,2.0.1
DDD,はがね,Past,2.5,2,2.0.1
Quon,DJ Noriken,Past,2.5,2,2.0.1
with U,t+pazolite & Massive New Krew feat. リリィ(CV:青木志貴),Past,2.5,2,2.0.1
Babaroque,cYsmix,Past,3.0,3,1.0.0c
Black Lotus,wa.,Past,3.0,3,1.0.0c
